nome_do_orgao,med_dilma,med_dilma_e_temer,med_bolsonaro
DATAPREV – Empresa de Tecnologia e Informações da Previdência,6.526094836126907,4.988249975328447,28.07992101363414
FINEP – Financiadora de Estudos e Projetos,7.812388463333604,6.420106799823537,24.20053426058879
BNB – Banco do Nordeste do Brasil S.A.,7.877926782953932,14.04061215312964,20.272373854006723
ANCINE – Agência Nacional do Cinema,6.675645342312003,3.3194663629446204,16.31919958078354
ANTAQ – Agência Nacional de Transportes Aquaviários,12.205454362111084,11.235025834223693,16.281989008507516
MME – Ministério de Minas e Energia,10.32853451458102,14.675635214810542,14.86492354564576
ME - Ministério da Economia,11.798143042473543,9.139133738936629,14.856460237096577
"VALEC – Engenharia, Construções e Ferrovias S.A.",12.053419967074165,5.998921443132787,14.340696268716002
CMB – Casa da Moeda do Brasil,5.775928494375093,7.075641617371374,13.400050004927188
BASA – Banco da Amazônia S.A.,9.301622124717452,11.639442128557457,13.288807157664728
